2019-06-19 23:45,madison-northport,Creamy Lemon Crumble
2019-06-19 23:45,sun-prairie,Peanut Butter Cup
2019-06-19 23:45,madison-east-towne,Chocolate Caramel Twist
2019-06-19 23:45,madison-cottage-grove,Chocolate Pretzel Crunch
2019-06-19 23:45,mcfarland,Chocolate Pretzel Crunch
2019-06-19 23:45,stoughton,Creamy Lemon Crumble
2019-06-19 23:45,cottage-grove-wi-landmark-dr,Turtle
2019-06-20 23:45,mt-horeb,Oreo Overload
2019-06-20 23:45,cross-plains,Caramel Chocolate Pecan
2019-06-20 23:45,middleton,Butter Pecan
2019-06-20 23:45,madison-wi-mineral-point-rd,Creamy Lemon Crumble
2019-06-20 23:45,verona,Chocolate Covered Strawberry
2019-06-20 23:45,madison-todd-drive,Creamy Lemon Crumble
2019-06-20 23:45,waunakee,Chocolate Heath Crunch
2019-06-20 23:45,madison-northport,Cookie Dough Craving
2019-06-20 23:45,sun-prairie,Rocky Road
2019-06-20 23:45,madison-east-towne,Bonfire S'mores
2019-06-20 23:45,madison-cottage-grove,Double Marshmallow Oreo
2019-06-20 23:45,mcfarland,Georgia Peach
