"station_id","observation_time","temp_c","dewpoint_c","wind_dir_degrees","wind_speed_kt","wind_gust_kt","visibility_statute_mi","altim_in_hg","sea_level_pressure_mb","wx_string","flight_category","three_hr_pressure_tendency_mb","maxT_c","minT_c","maxT24hr_c","minT24hr_c","precip_in","pcp3hr_in","pcp6hr_in","pcp24hr_in","snow_in","vert_vis_ft"
"KMSN","2019-03-09T00:53:00Z","-1.1","-4.4","120","3","","9.0","30.100393","1020.7","","VFR","","","","","","","","","","",""
"KMSN","2019-03-09T01:53:00Z","-2.8","-5.0","0","0","","7.0","30.100393","1020.8","","VFR","","","","","","","","","","",""
"KMSN","2019-03-09T02:53:00Z","-2.8","-5.0","0","0","","6.0","30.100393","1020.6","BR","VFR","0.1","","","","","","","","","",""
"KMSN","2019-03-09T03:53:00Z","-3.9","-5.6","0","0","","5.0","30.088583","1020.3","BR","MVFR","","","","","","","","","","",""
"KMSN","2019-03-09T04:53:00Z","-2.8","-5.0","130","3","","6.0","30.079725","1019.6","BR","VFR","","","","","","","","","","",""
"KMSN","2019-03-09T05:53:00Z","-2.8","-5.0","130","6","","6.0","30.070866","1019.4","BR","VFR","-0.9","1.7","-3.9","2.2","-11.7","","","","","",""
"KMSN","2019-03-09T06:53:00Z","-3.3","-5.6","140","4","","6.0","30.079725","1019.5","BR","VFR","","","","","","","","","","",""
"KMSN","2019-03-09T07:53:00Z","-2.8","-5.6","150","5","","7.0","30.079725","1019.7","","VFR","","","","","","","","","","",""
"KMSN","2019-03-09T08:53:00Z","-3.3","-5.6","130","7","","6.0","30.041338","1018.3","BR","VFR","-1.1","","","","","","","","","",""
"KMSN","2019-03-09T09:53:00Z","-2.8","-5.6","120","5","","7.0","30.02067","1017.5","","VFR","","","","","","","","","","",""
"KMSN","2019-03-09T10:53:00Z","-3.3","-5.0","120","9","","5.0","30.0","1017.0","BR","MVFR","","","","","","","","","","",""
"KMSN","2019-03-09T11:53:00Z","-3.3","-5.6","120","6","","7.0","29.991142","1016.7","","VFR","-1.5","-2.2","-3.3","","","","","","","3.0",""
"KMSN","2019-03-09T12:53:00Z","-2.8","-5.0","110","9","","7.0","29.949802","1015.2","","VFR","","","","","","","","","","",""
"KMSN","2019-03-09T13:53:00Z","-1.1","-3.9","120","11","","7.0","29.970472","1016.0","","VFR","","","","","","","","","","",""
"KMSN","2019-03-09T14:53:00Z","0.0","-3.9","120","14","","8.0","29.920275","1014.1","","VFR","-2.5","","","","","","","","","",""
"KMSN","2019-03-09T15:53:00Z","1.1","-3.3","120","14","","9.0","29.870079","1012.5","","VFR","","","","","","","","","","",""
"KMSN","2019-03-09T16:53:00Z","2.8","-2.8","120","25","32","10.0","29.790354","1009.7","","VFR","","","","","","","","","","",""
"KMSN","2019-03-09T17:53:00Z","2.2","-3.3","110","19","28","10.0","29.749016","1008.5","","VFR","-5.4","2.8","-3.3","","","","","","","3.0",""
"KMSN","2019-03-09T18:53:00Z","2.2","-3.3","110","20","28","10.0","29.681103","1006.1","","VFR","","","","","","","","","","",""
"KMSN","2019-03-09T19:53:00Z","2.2","-3.3","110","16","25","9.0","29.619095","1004.0","","VFR","","","","","","","","","","",""
"KMSN","2019-03-09T20:18:00Z","2.2","-3.9","100","18","33","8.0","29.58071","","","MVFR","","","","","","","","","","",""
"KMSN","2019-03-09T20:53:00Z","1.7","-3.3","80","23","29","4.0","29.53937","1001.3","-RA","MVFR","-7.0","","","","","0.005","0.005","","","",""
"KMSN","2019-03-09T21:14:00Z","1.1","-2.8","90","17","26","2.0","29.530512","","RA","IFR","","","","","","0.02","","","","",""
"KMSN","2019-03-09T21:53:00Z","0.6","-2.2","80","22","30","2.0","29.459646","998.6","RA","IFR","","","","","","0.14","","","","",""
"KMSN","2019-03-09T22:53:00Z","0.6","-2.2","90","15","32","2.0","29.430119","997.6","RA","IFR","","","","","","0.08","","","","",""
"KMSN","2019-03-09T23:13:00Z","0.6","-1.7","100","16","29","2.0","29.459646","","-RA -PL BR","IFR","","","","","","0.04","","","","",""
"KMSN","2019-03-09T23:31:00Z","0.6","-1.7","90","14","","2.0","29.450787","","-SN BR","IFR","","","","","","0.09","","","","",""
"KMSN","2019-03-09T23:41:00Z","0.0","-1.7","90","14","23","1.0","29.438976","","-SN BR","IFR","","","","","","0.1","","","","",""
"KMSN","2019-03-09T23:51:00Z","0.0","-2.0","90","12","","0.75","29.421259","","-SN BR","LIFR","","","","","","0.12","","","","3.0",""
"KMSN","2019-03-09T23:53:00Z","0.0","-1.7","90","13","","0.75","29.421259","997.3","-SN BR","LIFR","-3.9","2.8","0.0","","","0.12","","0.34","","3.0",""
"KMSN","2019-03-10T00:29:00Z","0.0","-1.1","80","11","20","2.0","29.40059","","-SN BR","IFR","","","","","","0.06","","","","",""
"KMSN","2019-03-10T00:53:00Z","0.0","-1.1","80","11","","3.0","29.379921","995.8","-SN BR","IFR","","","","","","0.06","","","","4.0",""
"KMSN","2019-03-10T01:23:00Z","0.0","-1.1","70","13","22","2.5","29.350393","","-FZDZ BR","IFR","","","","","","0.005","","","","",""
"KMSN","2019-03-10T01:43:00Z","0.0","-1.1","70","12","","4.0","29.338583","","-FZDZ BR","IFR","","","","","","0.01","","","","",""
"KMSN","2019-03-10T01:53:00Z","0.0","-1.1","70","12","","5.0","29.329725","994.0","BR","IFR","","","","","","0.01","","","","",""
"KMSN","2019-03-10T02:53:00Z","0.6","-1.1","60","7","","3.0","29.329725","993.9","-DZ BR","IFR","-3.2","","","","","0.005","0.07","","","",""
"KMSN","2019-03-10T03:01:00Z","0.6","-1.1","50","6","","1.75","29.329725","","-DZ BR","IFR","","","","","","0.005","","","","",""
"KMSN","2019-03-10T03:14:00Z","0.0","-0.6","20","7","","1.5","29.320866","","-FZDZ BR","IFR","","","","","","0.005","","","","",""
"KMSN","2019-03-10T03:53:00Z","0.0","-0.6","10","5","","1.5","29.320866","993.7","-FZDZ BR","IFR","","","","","","0.01","","","","",""
"KMSN","2019-03-10T04:53:00Z","0.0","-0.6","0","3","","2.0","29.329725","993.8","-FZDZ BR","IFR","","","","","","0.01","","","","",""
"KMSN","2019-03-10T05:01:00Z","0.0","-0.6","320","3","","1.75","29.329725","","-SN BR","IFR","","","","","","0.005","","","","",""
"KMSN","2019-03-10T05:13:00Z","0.0","-0.6","0","0","","1.5","29.329725","","-SN BR","LIFR","","","","","","0.005","","","","",""
"KMSN","2019-03-10T05:26:00Z","0.0","-0.6","310","3","","1.25","29.329725","","-SN BR","IFR","","","","","","0.005","","","","",""
"KMSN","2019-03-10T05:53:00Z","0.0","-0.6","290","4","","2.5","29.350393","994.6","-SN BR","IFR","0.8","0.6","0.0","2.8","-3.3","0.01","","0.1","","",""
"KMSN","2019-03-10T06:38:00Z","0.0","-1.1","290","8","","3.0","29.388779","","BR","IFR","","","","","","0.005","","","","",""
"KMSN","2019-03-10T06:53:00Z","0.0","-1.1","290","7","","5.0","29.40059","996.3","BR","IFR","","","","","","0.005","","","","",""
"KMSN","2019-03-10T07:53:00Z","0.0","-1.1","280","7","","6.0","29.438976","997.8","BR","IFR","","","","","","","","","","",""
"KMSN","2019-03-10T08:53:00Z","0.0","-1.7","280","7","18","6.0","29.471457","998.8","BR","IFR","4.1","","","","","","0.005","","","",""
"KMSN","2019-03-10T09:06:00Z","0.0","-1.7","270","9","18","6.0","29.489174","","BR","MVFR","","","","","","","","","","",""
"KMSN","2019-03-10T09:53:00Z","0.0","-1.7","280","8","18","6.0","29.509842","1000.2","BR","MVFR","","","","","","","","","","",""
"KMSN","2019-03-10T10:53:00Z","0.0","-2.2","280","13","24","6.0","29.568897","1002.1","-SN BR","MVFR","","","","","","0.005","","","","",""
"KMSN","2019-03-10T11:17:00Z","0.0","-2.2","280","9","20","7.0","29.58071","","","VFR","","","","","","0.005","","","","",""
"KMSN","2019-03-10T11:53:00Z","0.0","-2.2","270","8","20","8.0","29.610237","1003.6","","VFR","4.5","0.0","0.0","","","0.005","","0.005","0.44","4.0",""
"KMSN","2019-03-10T12:25:00Z","0.0","-2.2","270","10","19","8.0","29.619095","","","MVFR","","","","","","","","","","",""
"KMSN","2019-03-10T12:53:00Z","0.0","-2.2","280","8","20","8.0","29.639763","1004.6","","MVFR","","","","","","","","","","",""
"KMSN","2019-03-10T13:53:00Z","0.6","-1.7","270","12","22","9.0","29.68996","1006.1","","MVFR","","","","","","","","","","",""
"KMSN","2019-03-10T14:53:00Z","0.0","-2.8","290","14","27","10.0","29.740158","1008.0","","MVFR","4.3","","","","","","","","","",""
"KMSN","2019-03-10T15:53:00Z","0.0","-2.8","290","9","24","10.0","29.778543","1009.4","","MVFR","","","","","","","","","","",""
"KMSN","2019-03-10T16:53:00Z","0.6","-2.8","280","10","20","10.0","29.828741","1011.1","","MVFR","","","","","","","","","","",""
"KMSN","2019-03-10T17:53:00Z","0.6","-2.8","270","11","19","10.0","29.878937","1012.7","","MVFR","4.6","0.6","0.0","","","","","","","4.0",""
"KMSN","2019-03-10T18:53:00Z","0.6","-2.8","0","6","15","10.0","29.920275","1014.2","","MVFR","","","","","","","","","","",""
"KMSN","2019-03-10T19:53:00Z","1.1","-2.8","260","9","17","10.0","29.949802","1015.1","","MVFR","","","","","","","","","","",""
"KMSN","2019-03-10T20:53:00Z","1.7","-2.8","290","10","17","10.0","29.991142","1016.4","","MVFR","3.6","","","","","","","","","",""
"KMSN","2019-03-10T21:24:00Z","1.7","-3.3","0","5","22","10.0","30.008858","","","VFR","","","","","","","","","","",""
"KMSN","2019-03-10T21:53:00Z","1.7","-3.3","270","8","19","10.0","30.02067","1017.3","","VFR","","","","","","","","","","",""
"KMSN","2019-03-10T22:53:00Z","0.6","-4.4","250","10","19","10.0","30.041338","1018.4","","VFR","","","","","","","","","","",""
"KMSN","2019-03-10T23:53:00Z","-1.1","-6.1","250","6","15","10.0","30.070866","1019.5","","VFR","2.8","2.2","-1.1","","","","","","","4.0",""
"KMSN","2019-03-11T00:53:00Z","-1.7","-6.7","260","7","","10.0","30.109253","1020.6","","VFR","","","","","","","","","","",""
"KMSN","2019-03-11T01:53:00Z","-2.2","-7.8","240","7","","10.0","30.129921","1021.3","","VFR","","","","","","","","","","",""
"KMSN","2019-03-11T02:53:00Z","-2.2","-8.9","0","6","14","10.0","30.15059","1022.2","","VFR","2.6","","","","","","","","","",""
"KMSN","2019-03-11T03:53:00Z","-3.3","-9.4","0","6","18","10.0","30.180119","1023.0","","VFR","","","","","","","","","","",""
"KMSN","2019-03-11T04:53:00Z","-3.3","-9.4","280","11","20","10.0","30.200787","1023.8","","VFR","","","","","","","","","","",""
"KMSN","2019-03-11T05:53:00Z","-3.9","-9.4","280","7","","10.0","30.209646","1024.1","","VFR","1.8","-1.1","-3.9","2.2","-3.9","","","","","",""
"KMSN","2019-03-11T06:53:00Z","-4.4","-10.0","0","5","","10.0","30.230314","1024.8","","VFR","","","","","","","","","","",""
"KMSN","2019-03-11T07:53:00Z","-5.0","-10.0","270","5","","10.0","30.239174","1025.1","","VFR","","","","","","","","","","",""
"KMSN","2019-03-11T08:53:00Z","-5.6","-10.0","0","5","","10.0","30.250984","1025.4","","VFR","1.2","","","","","","","","","",""
"KMSN","2019-03-11T09:53:00Z","-5.6","-10.6","280","4","","10.0","30.259842","1025.7","","VFR","","","","","","","","","","",""
"KMSN","2019-03-11T10:53:00Z","-5.6","-10.6","300","5","","10.0","30.280512","1026.6","","VFR","","","","","","","","","","",""
"KMSN","2019-03-11T11:53:00Z","-5.6","-10.6","0","5","","10.0","30.301182","1027.2","","VFR","1.6","-3.9","-5.6","","","","","","","4.0",""
"KMSN","2019-03-11T12:53:00Z","-5.6","-10.6","290","5","","10.0","30.31004","1027.7","","VFR","","","","","","","","","","",""
"KMSN","2019-03-11T13:53:00Z","-5.0","-11.1","0","5","","10.0","30.339567","1028.8","","VFR","","","","","","","","","","",""
"KMSN","2019-03-11T14:53:00Z","-3.9","-11.1","310","6","","10.0","30.360237","1029.4","","VFR","2.2","","","","","","","","","",""
"KMSN","2019-03-11T15:53:00Z","-2.8","-11.1","290","12","18","10.0","30.360237","1029.3","","VFR","","","","","","","","","","",""
"KMSN","2019-03-11T16:53:00Z","-1.7","-11.1","300","9","15","10.0","30.360237","1029.3","","VFR","","","","","","","","","","",""
"KMSN","2019-03-11T17:53:00Z","-0.6","-10.6","300","7","","10.0","30.360237","1029.5","","VFR","0.0","-0.6","-5.6","","","","","","","4.0",""
"KMSN","2019-03-11T18:53:00Z","0.6","-10.6","300","8","15","10.0","30.360237","1029.2","","VFR","","","","","","","","","","",""
"KMSN","2019-03-11T19:53:00Z","1.7","-10.0","270","9","14","10.0","30.339567","1028.4","","VFR","","","","","","","","","","",""
"KMSN","2019-03-11T20:53:00Z","2.2","-10.0","0","3","","10.0","30.339567","1028.5","","VFR","-0.8","","","","","","","","","",""
"KMSN","2019-03-11T21:53:00Z","2.2","-10.0","270","6","","10.0","30.33071","1028.3","","VFR","","","","","","","","","","",""
"KMSN","2019-03-11T22:53:00Z","2.2","-10.6","0","6","","10.0","30.33071","1028.1","","VFR","","","","","","","","","","",""
"KMSN","2019-03-11T23:53:00Z","0.6","-9.4","0","3","","10.0","30.33071","1028.5","","VFR","-0.1","2.2","-0.6","","","","","","","4.0",""
"KMSN","2019-03-12T00:53:00Z","-0.6","-8.3","230","3","","10.0","30.339567","1028.6","","VFR","","","","","","","","","","",""
"KMSN","2019-03-12T01:53:00Z","-1.7","-7.8","0","0","","10.0","30.351377","1029.0","","VFR","","","","","","","","","","",""
"KMSN","2019-03-12T02:53:00Z","-2.8","-7.8","0","0","","10.0","30.339567","1028.8","","VFR","0.3","","","","","","","","","",""
"KMSN","2019-03-12T03:53:00Z","-3.3","-8.9","0","3","","10.0","30.351377","1029.0","","VFR","","","","","","","","","","",""
"KMSN","2019-03-12T04:53:00Z","-4.4","-9.4","120","3","","10.0","30.351377","1028.8","","VFR","","","","","","","","","","",""
"KMSN","2019-03-12T05:53:00Z","-3.9","-8.9","0","0","","10.0","30.360237","1029.2","","VFR","0.5","0.6","-5.6","2.2","-5.6","","","","","",""
"KMSN","2019-03-12T06:53:00Z","-5.6","-9.4","0","0","","10.0","30.360237","1029.4","","VFR","","","","","","","","","","",""
"KMSN","2019-03-12T07:53:00Z","-6.7","-9.4","0","0","","10.0","30.351377","1028.8","","VFR","","","","","","","","","","",""
"KMSN","2019-03-12T08:53:00Z","-8.3","-10.6","0","0","","9.0","30.318897","1028.0","","VFR","-1.2","","","","","","","","","",""
"KMSN","2019-03-12T09:53:00Z","-8.9","-11.1","0","0","","7.0","30.301182","1027.3","","VFR","","","","","","","","","","",""
"KMSN","2019-03-12T10:53:00Z","-9.4","-11.1","0","0","","7.0","30.31004","1027.5","","VFR","","","","","","","","","","",""
"KMSN","2019-03-12T11:53:00Z","-6.1","-9.4","190","5","","8.0","30.301182","1027.2","","VFR","-0.8","-4.4","-9.4","","","","","","","4.0",""
"KMSN","2019-03-12T12:53:00Z","-6.7","-9.4","150","3","","7.0","30.301182","1027.4","","VFR","","","","","","","","","","",""
"KMSN","2019-03-12T13:53:00Z","-3.9","-7.8","190","6","","9.0","30.301182","1027.4","","VFR","","","","","","","","","","",""
"KMSN","2019-03-12T14:53:00Z","-1.7","-6.7","180","7","","10.0","30.280512","1026.7","","VFR","-0.5","","","","","","","","","",""
"KMSN","2019-03-12T15:53:00Z","2.2","-4.4","190","13","19","10.0","30.259842","1026.0","","VFR","","","","","","","","","","",""
"KMSN","2019-03-12T16:53:00Z","3.9","-3.9","200","11","","10.0","30.239174","1024.9","","VFR","","","","","","","","","","",""
"KMSN","2019-03-12T17:53:00Z","5.0","-2.8","190","9","19","10.0","30.230314","1024.7","","VFR","-1.7","5.0","-7.8","","","","","","","4.0",""
"KMSN","2019-03-12T18:53:00Z","5.0","-2.8","190","12","18","10.0","30.188976","1023.2","","VFR","","","","","","","","","","",""
"KMSN","2019-03-12T19:53:00Z","5.0","-2.2","190","9","18","10.0","30.15059","1022.2","","VFR","","","","","","","","","","",""
"KMSN","2019-03-12T20:53:00Z","5.0","-1.7","180","8","","10.0","30.129921","1021.3","","VFR","-3.4","","","","","","","","","",""
"KMSN","2019-03-12T21:53:00Z","5.0","-1.1","180","10","","10.0","30.109253","1020.6","","VFR","","","","","","","","","","",""
"KMSN","2019-03-12T22:53:00Z","5.0","-1.7","170","10","","10.0","30.059055","1019.2","-RA","VFR","","","","","","0.005","","","","",""
"KMSN","2019-03-12T23:53:00Z","4.4","-0.6","170","13","","10.0","30.041338","1018.4","","VFR","-2.8","5.6","4.4","","","0.01","","0.01","","3.0",""
"KMSN","2019-03-13T00:53:00Z","3.9","-0.6","170","13","","10.0","30.02067","1017.5","","VFR","","","","","","0.005","","","","",""
"KMSN","2019-03-13T01:53:00Z","4.4","-0.6","170","14","","10.0","29.991142","1016.3","","VFR","","","","","","","","","","",""
"KMSN","2019-03-13T02:53:00Z","4.4","0.0","170","16","28","10.0","29.958662","1015.3","-RA","VFR","-2.8","","","","","0.005","","","","",""
"KMSN","2019-03-13T03:53:00Z","3.9","0.0","170","16","23","10.0","29.940945","1014.6","-RA","MVFR","","","","","","0.005","","","","",""
"KMSN","2019-03-13T04:53:00Z","3.9","0.0","190","9","16","10.0","29.949802","1014.8","-RA","MVFR","","","","","","0.01","","","","",""
"KMSN","2019-03-13T05:53:00Z","3.3","0.6","180","13","21","9.0","29.911417","1013.4","-RA","MVFR","-1.6","4.4","3.3","5.6","-9.4","0.005","","0.01","","",""
"KMSN","2019-03-13T06:18:00Z","2.8","1.1","180","9","","9.0","29.899607","","-RA","MVFR","","","","","","0.01","","","","",""
"KMSN","2019-03-13T06:36:00Z","2.8","1.7","190","10","","7.0","29.890747","","-RA","MVFR","","","","","","0.01","","","","",""
"KMSN","2019-03-13T06:48:00Z","3.0","2.0","190","9","","5.0","29.890747","","-RA BR","MVFR","","","","","","0.02","","","","",""
"KMSN","2019-03-13T06:53:00Z","2.8","1.7","190","8","","6.0","29.890747","1012.9","-RA BR","MVFR","","","","","","0.02","","","","",""
"KMSN","2019-03-13T07:30:00Z","2.8","1.7","220","3","","6.0","29.899607","","-RA BR","IFR","","","","","","0.01","","","","",""
"KMSN","2019-03-13T07:53:00Z","2.8","1.7","200","4","","4.0","29.899607","1013.2","-RA BR","IFR","","","","","","0.02","","","","",""
"KMSN","2019-03-13T08:23:00Z","2.8","1.7","190","10","","4.0","29.878937","","-RA BR","MVFR","","","","","","0.05","","","","",""
"KMSN","2019-03-13T08:28:00Z","2.8","1.7","190","10","","2.5","29.878937","","RA BR","IFR","","","","","","0.06","","","","",""
"KMSN","2019-03-13T08:31:00Z","2.8","1.7","190","8","","2.5","29.878937","","RA BR","IFR","","","","","","0.07","","","","",""
"KMSN","2019-03-13T08:34:00Z","2.8","1.7","190","9","","3.0","29.870079","","-RA BR","MVFR","","","","","","0.07","","","","",""
"KMSN","2019-03-13T08:42:00Z","2.8","1.7","200","9","","4.0","29.870079","","RA BR","IFR","","","","","","0.07","","","","",""
"KMSN","2019-03-13T08:53:00Z","2.8","2.2","200","9","","4.0","29.870079","1012.1","RA BR","IFR","-0.8","","","","","0.1","","","","",""
"KMSN","2019-03-13T09:53:00Z","3.9","2.8","200","11","","4.0","29.840551","1011.0","-RA BR","IFR","","","","","","0.03","","","","",""
"KMSN","2019-03-13T10:53:00Z","3.3","2.8","200","8","","4.0","29.840551","1011.0","-DZ BR","IFR","","","","","","0.005","","","","",""
"KMSN","2019-03-13T11:06:00Z","3.3","2.8","200","8","","2.5","29.840551","","BR","IFR","","","","","","0.005","","","","",""
"KMSN","2019-03-13T11:33:00Z","3.3","2.8","200","9","","2.5","29.84941","","BR","LIFR","","","","","","0.005","","","","",""
"KMSN","2019-03-13T11:46:00Z","3.3","2.8","200","8","","1.75","29.84941","","BR","LIFR","","","","","","0.005","","","","",""
"KMSN","2019-03-13T11:53:00Z","3.3","2.8","200","7","","1.75","29.84941","1011.5","BR","LIFR","-0.6","3.9","2.8","","","0.005","","0.17","0.19","2.0",""
"KMSN","2019-03-13T12:27:00Z","2.8","2.8","190","6","","0.75","29.84941","","BR","LIFR","","","","","","","","","","",""
"KMSN","2019-03-13T12:53:00Z","2.8","2.8","190","7","","0.5","29.84941","1011.5","-RA FG","LIFR","","","","","","0.005","","","","",""
"KMSN","2019-03-13T13:12:00Z","2.8","2.8","180","9","","0.25","29.828741","","FG","LIFR","","","","","","0.005","","","","","300"
"KMSN","2019-03-13T13:53:00Z","2.8","2.2","160","10","","0.25","29.819881","1010.6","-RA FG","LIFR","","","","","","0.005","","","","","200"
"KMSN","2019-03-13T14:22:00Z","2.8","2.2","170","8","","0.75","29.840551","","BR","LIFR","","","","","","0.01","","","","",""
"KMSN","2019-03-13T14:53:00Z","2.8","2.8","170","7","","0.5","29.840551","1011.2","BR","LIFR","-0.3","","","","","0.01","0.01","","","",""
"KMSN","2019-03-13T15:53:00Z","3.3","3.3","160","6","","0.5","29.819881","1010.4","FG","LIFR","","","","","","","","","","","300"
"KMSN","2019-03-13T16:26:00Z","3.9","3.3","170","9","","1.0","29.811024","","BR","LIFR","","","","","","","","","","",""
"KMSN","2019-03-13T16:53:00Z","4.4","3.9","160","8","","2.0","29.799213","1009.7","BR","LIFR","","","","","","","","","","",""
"KMSN","2019-03-13T17:07:00Z","4.4","3.9","170","9","","2.0","29.811024","","BR","IFR","","","","","","","","","","",""
"KMSN","2019-03-13T17:24:00Z","5.0","3.9","160","11","","3.0","29.811024","","BR","IFR","","","","","","","","","","",""
"KMSN","2019-03-13T17:53:00Z","5.6","4.4","160","9","","3.0","29.790354","1009.3","BR","MVFR","-1.7","5.6","2.8","","","","","0.01","","1.0",""
"KMSN","2019-03-13T18:46:00Z","5.0","3.9","130","9","","6.0","29.760826","","BR","VFR","","","","","","","","","","",""
"KMSN","2019-03-13T18:53:00Z","5.0","3.9","110","10","","6.0","29.740158","1007.9","BR","VFR","","","","","","","","","","",""
"KMSN","2019-03-13T19:53:00Z","6.1","4.4","120","8","","7.0","29.719488","1006.9","","VFR","","","","","","","","","","",""
"KMSN","2019-03-13T20:53:00Z","6.7","4.4","120","7","","10.0","29.681103","1005.5","","VFR","-3.7","","","","","","","","","",""
"KMSN","2019-03-13T21:53:00Z","7.2","5.0","140","11","","10.0","29.660433","1004.8","","VFR","","","","","","","","","","",""
"KMSN","2019-03-13T22:53:00Z","8.3","5.6","150","10","","10.0","29.648623","1004.4","","VFR","","","","","","","","","","",""
"KMSN","2019-03-13T23:53:00Z","8.3","5.6","160","11","","10.0","29.660433","1004.8","","VFR","-0.6","8.3","5.0","","","0.005","","","","1.0",""
"KMSN","2019-03-14T00:53:00Z","7.8","6.1","140","9","","10.0","29.630905","1003.8","-RA","VFR","","","","","","0.005","","","","",""
"KMSN","2019-03-14T01:53:00Z","9.4","7.2","150","11","","8.0","29.601377","1003.0","-RA","VFR","","","","","","0.05","","","","",""
"KMSN","2019-03-14T02:53:00Z","10.0","8.3","150","15","","7.0","29.568897","1001.6","-RA","VFR","-3.0","","","","","0.03","0.08","","","",""
"KMSN","2019-03-14T03:16:00Z","9.4","8.3","150","16","","10.0","29.56004","","","MVFR","","","","","","0.01","","","","",""
"KMSN","2019-03-14T03:53:00Z","9.4","8.3","150","15","24","9.0","29.530512","1000.5","-RA","VFR","","","","","","0.02","","","","",""
"KMSN","2019-03-14T04:37:00Z","10.0","7.8","150","14","21","10.0","29.500984","","","MVFR","","","","","","0.01","","","","",""
"KMSN","2019-03-14T04:44:00Z","10.0","7.8","150","15","23","10.0","29.500984","","","VFR","","","","","","0.01","","","","",""
"KMSN","2019-03-14T04:53:00Z","10.0","7.8","150","14","23","10.0","29.500984","999.3","","VFR","","","","","","0.01","","","","",""
"KMSN","2019-03-14T05:02:00Z","10.0","7.8","150","14","22","10.0","29.489174","","","MVFR","","","","","","","","","","",""
"KMSN","2019-03-14T05:33:00Z","10.0","7.8","160","15","","10.0","29.480314","","","VFR","","","","","","","","","","",""
"KMSN","2019-03-14T05:53:00Z","10.6","7.8","160","17","25","10.0","29.480314","998.6","","VFR","-1.8","10.6","7.2","10.6","-16.1","","","0.11","","",""
"KMSN","2019-03-14T06:11:00Z","10.0","7.8","160","16","","10.0","29.459646","","","MVFR","","","","","","","","","","",""
"KMSN","2019-03-14T06:53:00Z","9.4","7.2","160","15","","10.0","29.450787","997.6","","MVFR","","","","","","","","","","",""
"KMSN","2019-03-14T07:34:00Z","10.0","7.8","160","15","21","10.0","29.438976","","","MVFR","","","","","","","","","","",""
"KMSN","2019-03-14T07:53:00Z","9.4","7.8","170","14","","10.0","29.438976","997.1","","MVFR","","","","","","","","","","",""
"KMSN","2019-03-14T08:53:00Z","8.9","7.8","170","10","","10.0","29.421259","996.6","","MVFR","-1.9","","","","","","","","","",""
"KMSN","2019-03-14T09:24:00Z","8.9","7.8","170","12","","10.0","29.409449","","","MVFR","","","","","","","","","","",""
"KMSN","2019-03-14T09:53:00Z","9.4","8.3","170","11","","10.0","29.40059","995.9","","MVFR","","","","","","","","","","",""
"KMSN","2019-03-14T10:00:00Z","9.4","8.3","170","13","","10.0","29.40059","","","MVFR","","","","","","","","","","",""
"KMSN","2019-03-14T10:21:00Z","9.4","8.3","160","12","","10.0","29.388779","","","IFR","","","","","","","","","","",""
"KMSN","2019-03-14T10:53:00Z","9.4","8.3","160","12","","10.0","29.379921","995.3","","IFR","","","","","","","","","","",""
"KMSN","2019-03-14T11:53:00Z","9.4","8.9","170","14","","9.0","29.371063","994.9","","IFR","-1.6","10.6","8.9","","","","","","0.12","",""
"KMSN","2019-03-14T12:11:00Z","9.4","8.9","170","13","","10.0","29.371063","","","VFR","","","","","","","","","","",""
"KMSN","2019-03-14T12:53:00Z","9.4","8.9","170","13","","10.0","29.350393","994.2","","VFR","","","","","","","","","","",""
"KMSN","2019-03-14T13:53:00Z","10.6","9.4","180","14","","10.0","29.329725","993.4","","VFR","","","","","","","","","","",""
"KMSN","2019-03-14T14:53:00Z","11.7","8.9","170","16","24","10.0","29.320866","992.8","","VFR","-1.9","","","","","","","","","",""
"KMSN","2019-03-14T15:53:00Z","13.3","9.4","180","14","25","10.0","29.300198","992.4","","VFR","","","","","","","","","","",""
"KMSN","2019-03-14T16:53:00Z","13.9","9.4","170","13","","10.0","29.27067","991.1","","VFR","","","","","","","","","","",""
"KMSN","2019-03-14T17:53:00Z","15.0","9.4","170","15","","10.0","29.241142","990.2","","VFR","-2.5","15.0","9.4","","","","","","","",""
"KMSN","2019-03-14T18:53:00Z","15.0","7.8","180","10","","10.0","29.179134","988.2","","VFR","","","","","","","","","","",""
"KMSN","2019-03-14T19:14:00Z","8.3","6.1","240","12","35","1.5","29.22933","","+RA BR","IFR","","","","","","0.01","","","","",""
"KMSN","2019-03-14T19:23:00Z","7.2","5.0","240","9","21","8.0","29.241142","","-RA","VFR","","","","","","0.07","","","","",""
"KMSN","2019-03-14T19:53:00Z","8.3","3.9","0","6","17","10.0","29.241142","990.3","","VFR","","","","","","0.07","","","","",""
"KMSN","2019-03-14T20:35:00Z","7.8","2.8","240","12","30","10.0","29.279528","","","MVFR","","","","","","","","","","",""
"KMSN","2019-03-14T20:53:00Z","6.1","2.8","240","9","22","10.0","29.300198","992.5","","MVFR","2.0","","","","","","","","","",""
"KMSN","2019-03-14T21:53:00Z","4.4","1.7","240","13","22","10.0","29.329725","993.7","-RA","MVFR","","","","","","0.005","","","","",""
"KMSN","2019-03-14T22:53:00Z","3.9","1.7","240","7","","10.0","29.350393","994.4","-RA","MVFR","","","","","","0.005","","","","",""
"KMSN","2019-03-14T23:53:00Z","3.3","1.1","230","7","16","10.0","29.371063","995.0","-RA","MVFR","2.3","15.6","3.3","","","0.005","","0.07","","",""
