2017-09-19,NULL,NULL,Express - Carpool,Denny - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-09-20,NULL,NULL,No Express - Carpool,Aloha - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-09-21,NULL,NULL,No Express - No Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-09-22,NULL,NULL,Express - Carpool,Republican - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-09-23,NULL,NULL,Express - Carpool,Republican - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-09-24,NULL,NULL,No Express - No Carpool,Aloha - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-09-25,NULL,NULL,Express - No Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-09-26,NULL,NULL,Express - No Carpool,Republican - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-09-27,NULL,NULL,No Express - Carpool,Aloha - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-09-28,NULL,NULL,No Express - Carpool,Republican - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-09-29,NULL,NULL,Express - Carpool,Aloha - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-09-30,NULL,NULL,Express - No Carpool,Denny - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-01,NULL,NULL,No Express - Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-02,NULL,NULL,Express - Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-03,NULL,NULL,No Express - Carpool,Aloha - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-04,NULL,NULL,Express - No Carpool,Aloha - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-05,NULL,NULL,No Express - No Carpool,Republican - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-06,NULL,NULL,No Express - Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-07,NULL,NULL,No Express - Carpool,Republican - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-08,NULL,NULL,No Express - Carpool,Aloha - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-09,NULL,NULL,No Express - Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-10,NULL,NULL,Express - No Carpool,Republican - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-11,NULL,NULL,No Express - No Carpool,Republican - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-12,NULL,NULL,No Express - No Carpool,Aloha - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-13,NULL,NULL,Express - No Carpool,Republican - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-14,NULL,NULL,Express - No Carpool,Republican - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-15,NULL,NULL,No Express - No Carpool,Republican - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-16,NULL,NULL,Express - Carpool,Aloha - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-17,NULL,NULL,Express - Carpool,Denny - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-18,NULL,NULL,No Express - No Carpool,Denny - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-19,NULL,NULL,No Express - Carpool,Republican - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-20,NULL,NULL,No Express - Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-21,NULL,NULL,Express - Carpool,Denny - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-22,NULL,NULL,Express - Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-23,NULL,NULL,Express - No Carpool,Republican - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-24,NULL,NULL,No Express - No Carpool,Denny - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-25,NULL,NULL,Express - No Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-26,NULL,NULL,Express - Carpool,Republican - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-27,NULL,NULL,No Express - No Carpool,Denny - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-28,NULL,NULL,Express - Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-29,NULL,NULL,Express - Carpool,Republican - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-30,NULL,NULL,Express - No Carpool,Republican - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-10-31,NULL,NULL,Express - No Carpool,Republican - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-01,NULL,NULL,No Express - No Carpool,Republican - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-02,NULL,NULL,No Express - Carpool,Aloha - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-03,NULL,NULL,Express - Carpool,Denny - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-04,NULL,NULL,No Express - No Carpool,Denny - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-05,NULL,NULL,No Express - Carpool,Republican - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-06,NULL,NULL,No Express - No Carpool,Aloha - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-07,NULL,NULL,No Express - No Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-08,NULL,NULL,No Express - Carpool,Aloha - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-09,NULL,NULL,No Express - Carpool,Aloha - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-10,NULL,NULL,No Express - Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-11,NULL,NULL,Express - Carpool,Denny - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-12,NULL,NULL,No Express - Carpool,Republican - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-13,NULL,NULL,Express - No Carpool,Aloha - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-14,NULL,NULL,No Express - Carpool,Aloha - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-15,NULL,NULL,No Express - No Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-16,NULL,NULL,Express - No Carpool,Denny - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-17,NULL,NULL,Express - Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-18,NULL,NULL,No Express - No Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-19,NULL,NULL,Express - Carpool,Aloha - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-20,NULL,NULL,No Express - No Carpool,Denny - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-21,NULL,NULL,Express - No Carpool,Republican - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-22,NULL,NULL,No Express - No Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-23,NULL,NULL,No Express - No Carpool,Aloha - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-24,NULL,NULL,Express - Carpool,Republican - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-25,NULL,NULL,Express - Carpool,Republican - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-26,NULL,NULL,No Express - No Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-27,NULL,NULL,Express - No Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-28,NULL,NULL,Express - No Carpool,Denny - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-29,NULL,NULL,No Express - Carpool,Denny - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-11-30,NULL,NULL,Express - No Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-01,NULL,NULL,No Express - Carpool,Republican - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-02,NULL,NULL,Express - No Carpool,Aloha - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-03,NULL,NULL,No Express - Carpool,Aloha - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-04,NULL,NULL,No Express - Carpool,Denny - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-05,NULL,NULL,No Express - Carpool,Republican - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-06,NULL,NULL,No Express - No Carpool,Republican - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-07,NULL,NULL,No Express - No Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-08,NULL,NULL,No Express - No Carpool,Aloha - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-09,NULL,NULL,No Express - Carpool,Aloha - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-10,NULL,NULL,Express - Carpool,Aloha - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-11,NULL,NULL,Express - No Carpool,Denny - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-12,NULL,NULL,No Express - No Carpool,Denny - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-13,NULL,NULL,Express - No Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-14,NULL,NULL,Express - No Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-15,NULL,NULL,No Express - No Carpool,Denny - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-16,NULL,NULL,Express - No Carpool,Aloha - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-17,NULL,NULL,Express - No Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-18,NULL,NULL,No Express - Carpool,Republican - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-19,NULL,NULL,Express - Carpool,Republican - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-20,NULL,NULL,No Express - No Carpool,Aloha - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-21,NULL,NULL,No Express - Carpool,Republican - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-22,NULL,NULL,No Express - No Carpool,Republican - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-23,NULL,NULL,Express - Carpool,Aloha - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-24,NULL,NULL,Express - No Carpool,Aloha - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-25,NULL,NULL,No Express - Carpool,Aloha - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-26,NULL,NULL,No Express - Carpool,Aloha - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-27,NULL,NULL,Express - No Carpool,Aloha - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-28,NULL,NULL,Express - No Carpool,Aloha - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-29,NULL,NULL,Express - No Carpool,Denny - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-30,NULL,NULL,No Express - Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017-12-31,NULL,NULL,Express - No Carpool,Aloha - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-01,NULL,NULL,Express - Carpool,Denny - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-02,NULL,NULL,No Express - Carpool,Aloha - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-03,NULL,NULL,Express - Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-04,NULL,NULL,Express - No Carpool,Republican - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-05,NULL,NULL,Express - Carpool,Aloha - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-06,NULL,NULL,Express - Carpool,Denny - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-07,NULL,NULL,No Express - Carpool,Aloha - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-08,NULL,NULL,No Express - Carpool,Denny - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-09,NULL,NULL,No Express - No Carpool,Aloha - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-10,NULL,NULL,Express - Carpool,Republican - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-11,NULL,NULL,No Express - Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-12,NULL,NULL,No Express - No Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-13,NULL,NULL,Express - Carpool,Republican - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-14,NULL,NULL,Express - No Carpool,Aloha - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-15,NULL,NULL,No Express - Carpool,Denny - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-16,NULL,NULL,No Express - Carpool,Republican - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-17,NULL,NULL,No Express - Carpool,Republican - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-18,NULL,NULL,No Express - No Carpool,Republican - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-19,NULL,NULL,No Express - No Carpool,Republican - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-20,NULL,NULL,Express - No Carpool,Aloha - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-21,NULL,NULL,Express - Carpool,Republican - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-22,NULL,NULL,No Express - Carpool,Republican - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-23,NULL,NULL,Express - Carpool,Aloha - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-24,NULL,NULL,No Express - No Carpool,Republican - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-25,NULL,NULL,Express - No Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-26,NULL,NULL,No Express - Carpool,Denny - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-27,NULL,NULL,Express - No Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-28,NULL,NULL,No Express - No Carpool,Aloha - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-29,NULL,NULL,No Express - Carpool,Denny - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-30,NULL,NULL,Express - Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-01-31,NULL,NULL,Express - Carpool,Aloha - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-02-01,NULL,NULL,Express - Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-02-02,NULL,NULL,No Express - No Carpool,Republican - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-02-03,NULL,NULL,No Express - No Carpool,Republican - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-02-04,NULL,NULL,Express - No Carpool,Aloha - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-02-05,NULL,NULL,Express - No Carpool,Aloha - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-02-06,NULL,NULL,Express - No Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-02-07,NULL,NULL,Express - No Carpool,Aloha - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-02-08,NULL,NULL,Express - No Carpool,Denny - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-02-09,NULL,NULL,Express - No Carpool,Republican - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-02-10,NULL,NULL,Express - Carpool,Republican - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-02-11,NULL,NULL,No Express - No Carpool,Denny - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-02-12,NULL,NULL,Express - Carpool,Republican - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-02-13,NULL,NULL,No Express - No Carpool,Republican - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-02-14,NULL,NULL,No Express - No Carpool,Denny - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-02-15,NULL,NULL,No Express - No Carpool,Aloha - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-02-16,NULL,NULL,Express - Carpool,Republican - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-02-17,NULL,NULL,No Express - No Carpool,Aloha - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-02-18,NULL,NULL,Express - No Carpool,Republican - Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018-02-19,NULL,NULL,Express - Carpool,Aloha - No Carpool,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
